title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
True Crime Review,MOBI,2005-06-01 12:14:00,4.3,Poor,https://www.gamespot.com/reviews/true-crime-review/1900-6115976/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Trivial Pursuit Review,MOBI,2005-06-01 12:14:00,7.7,Good,https://www.gamespot.com/reviews/trivial-pursuit-review/1900-6116898/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
T-Rexx Hunter: Terror from the Past Review,MOBI,2005-06-01 12:13:00,4.6,Poor,https://www.gamespot.com/reviews/t-rexx-hunter-terror-from-the-past-review/1900-6123113/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Shaft: Sharp Shooter Review,MOBI,2005-06-01 12:13:00,5.5,Mediocre,https://www.gamespot.com/reviews/shaft-sharp-shooter-review/1900-6117293/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Sensible Soccer Review,MOBI,2005-06-01 12:12:00,6.7,Fair,https://www.gamespot.com/reviews/sensible-soccer-review/1900-6113968/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
SAS: Commando Review,MOBI,2005-06-01 12:12:00,7.1,Good,https://www.gamespot.com/reviews/sas-commando-review/1900-6114995/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Running of the Bulls Review,MOBI,2005-06-01 12:11:00,7.3,Good,https://www.gamespot.com/reviews/running-of-the-bulls-review/1900-6124070/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rocky Boxing Review,MOBI,2005-06-01 12:10:00,5.9,Mediocre,https://www.gamespot.com/reviews/rocky-boxing-review/1900-6117069/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Double Dragon EX Review,MOBI,2005-05-27 17:50:00,7.8,Good,https://www.gamespot.com/reviews/double-dragon-ex-review/1900-6126666/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Daily Puzzle Review,MOBI,2005-05-27 17:49:00,7.9,Good,https://www.gamespot.com/reviews/daily-puzzle-review/1900-6126668/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Fire Emblem: The Sacred Stones Review,GBA,2005-05-27 16:57:00,8.8,Great,https://www.gamespot.com/reviews/fire-emblem-the-sacred-stones-review/1900-6126647/,4,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pac-Man Pinball Advance Review,GBA,2005-05-26 18:18:00,3.4,Bad,https://www.gamespot.com/reviews/pac-man-pinball-advance-review/1900-6126597/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Haunting Ground Review,PS2,2005-05-25 16:29:00,7.2,Good,https://www.gamespot.com/reviews/haunting-ground-review/1900-6126551/,3,12,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dungeon Lords Review,PC,2005-05-25 09:39:00,6.8,Fair,https://www.gamespot.com/reviews/dungeon-lords-review/1900-6124494/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead Celebrity Poker Review,MOBI,2005-05-17 15:41:00,6.5,Fair,https://www.gamespot.com/reviews/dead-celebrity-poker-review/1900-6124292/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Metal Slug 4 & 5 Review,PS2,2005-05-13 18:59:00,7.5,Good,https://www.gamespot.com/reviews/metal-slug-4-and-5-review/1900-6124487/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Cold Winter Review,PS2,2005-05-13 18:56:00,7.5,Good,https://www.gamespot.com/reviews/cold-winter-review/1900-6124484/,1,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Wars Episode III: Revenge of the Sith Review,DS,2005-05-13 16:29:00,7.3,Good,https://www.gamespot.com/reviews/star-wars-episode-iii-revenge-of-the-sith-review/1900-6124459/,1,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Wars Episode III: Revenge of the Sith Review,GBA,2005-05-13 16:28:00,7,Good,https://www.gamespot.com/reviews/star-wars-episode-iii-revenge-of-the-sith-review/1900-6124414/,1,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Smart Bomb Review,PSP,2005-05-13 14:36:00,4.8,Poor,https://www.gamespot.com/reviews/smart-bomb-review/1900-6124423/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WarioWare: Twisted! Review,GBA,2005-05-13 10:36:00,8.8,Great,https://www.gamespot.com/reviews/warioware-twisted-review/1900-6124308/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Stolen Review,PS2,2005-05-12 19:33:00,5,Mediocre,https://www.gamespot.com/reviews/stolen-review/1900-6124313/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Stolen Review,XBOX,2005-05-12 19:28:00,5,Mediocre,https://www.gamespot.com/reviews/stolen-review/1900-6124317/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Sega Home Run King 2 Review,MOBI,2005-05-12 16:12:00,5.1,Mediocre,https://www.gamespot.com/reviews/sega-home-run-king-2-review/1900-6124277/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Motocross Mania 3 Review,XBOX,2005-05-12 16:00:00,3.1,Bad,https://www.gamespot.com/reviews/motocross-mania-3-review/1900-6124276/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dangerous Waters Review,PC,2005-05-12 15:24:00,8.3,Great,https://www.gamespot.com/reviews/dangerous-waters-review/1900-6124232/,0,16,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WarioWare: Touched! Review,DS,2005-05-12 13:56:00,7.2,Good,https://www.gamespot.com/reviews/warioware-touched-review/1900-6118483/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Trek: The Cold Enemy Review,MOBI,2005-05-11 16:57:00,8,Great,https://www.gamespot.com/reviews/star-trek-the-cold-enemy-review/1900-6124175/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Chris Moneymaker's World Poker Championship Review,PC,2005-05-10 16:19:00,3.8,Bad,https://www.gamespot.com/reviews/chris-moneymakers-world-poker-championship-review/1900-6124058/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Wars Episode III: Revenge of the Sith Review,XBOX,2005-05-09 18:02:00,6.3,Fair,https://www.gamespot.com/reviews/star-wars-episode-iii-revenge-of-the-sith-review/1900-6123923/,1,10,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Wars Episode III: Revenge of the Sith Review,PS2,2005-05-09 17:52:00,6.3,Fair,https://www.gamespot.com/reviews/star-wars-episode-iii-revenge-of-the-sith-review/1900-6123922/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Hot Shots Golf: Open Tee Review,PSP,2005-05-09 17:24:00,7.8,Good,https://www.gamespot.com/reviews/hot-shots-golf-open-tee-review/1900-6123943/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Stella Deus: The Gate of Eternity Review,PS2,2005-05-09 17:11:00,7.5,Good,https://www.gamespot.com/reviews/stella-deus-the-gate-of-eternity-review/1900-6123932/,2,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Donkey Konga 2 Review,GC,2005-05-06 16:41:00,6.9,Fair,https://www.gamespot.com/reviews/donkey-konga-2-review/1900-6123836/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Enthusia Professional Racing Review,PS2,2005-05-06 16:36:00,7.4,Good,https://www.gamespot.com/reviews/enthusia-professional-racing-review/1900-6123495/,0,7,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
TrackMania Sunrise Review,PC,2005-05-06 14:25:00,8.2,Great,https://www.gamespot.com/reviews/trackmania-sunrise-review/1900-6123811/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Laser Squad Nemesis Review,PC,2005-05-05 16:54:00,7.1,Good,https://www.gamespot.com/reviews/laser-squad-nemesis-review/1900-6123714/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Beach Mini Golf 3D Review,MOBI,2005-05-05 16:53:00,7.6,Good,https://www.gamespot.com/reviews/beach-mini-golf-3d-review/1900-6123705/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
CSI: Crime Scene Investigation: Dark Motives Review,PC,2005-05-05 16:08:00,6.3,Fair,https://www.gamespot.com/reviews/csi-crime-scene-investigation-dark-motives-review/1900-6092476/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Archer MacLean's Mercury Review,PSP,2005-05-05 16:06:00,7.8,Good,https://www.gamespot.com/reviews/archer-macleans-mercury-review/1900-6121712/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Ford Racing 3 Review,XBOX,2005-05-05 15:39:00,6.6,Fair,https://www.gamespot.com/reviews/ford-racing-3-review/1900-6123711/,0,11,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Billy Hatcher and the Giant Egg Review,GC,2005-05-05 15:08:00,6.7,Fair,https://www.gamespot.com/reviews/billy-hatcher-and-the-giant-egg-review/1900-6075838/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pokemon Emerald Review,GBA,2005-05-04 18:32:00,7.5,Good,https://www.gamespot.com/reviews/pokemon-emerald-review/1900-6123643/,2,13,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Maria Sharapova Tennis Review,MOBI,2005-05-04 18:28:00,7.9,Good,https://www.gamespot.com/reviews/maria-sharapova-tennis-review/1900-6123647/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Guild Wars Review,PC,2005-05-04 16:49:00,9.2,Superb,https://www.gamespot.com/reviews/guild-wars-review/1900-6123628/,9,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pitfall: The Lost Expedition Caves Review,MOBI,2005-05-04 16:47:00,7.6,Good,https://www.gamespot.com/reviews/pitfall-the-lost-expedition-caves-review/1900-6123614/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pariah Review,XBOX,2005-05-04 16:22:00,5.9,Mediocre,https://www.gamespot.com/reviews/pariah-review/1900-6123629/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Super Putt Xtreme Review,MOBI,2005-05-04 14:17:00,7.7,Good,https://www.gamespot.com/reviews/super-putt-xtreme-review/1900-6123587/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Destroy All Humans! Review,MOBI,2005-05-03 18:17:00,6.5,Fair,https://www.gamespot.com/reviews/destroy-all-humans-review/1900-6123545/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Johnny Crash Does Texas Review,MOBI,2005-05-03 17:26:00,8.4,Great,https://www.gamespot.com/reviews/johnny-crash-does-texas-review/1900-6123539/,0,9,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Johnny Crash Review,MOBI,2005-05-03 13:27:00,8.3,Great,https://www.gamespot.com/reviews/johnny-crash-review/1900-6118327/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Forza Motorsport Review,XBOX,2005-05-03 00:00:00,9.2,Superb,https://www.gamespot.com/reviews/forza-motorsport-review/1900-6123431/,1,8,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Gary Grigsby's World at War Review,PC,2005-05-02 15:34:00,8.4,Great,https://www.gamespot.com/reviews/gary-grigsbys-world-at-war-review/1900-6123419/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tom Clancy's Ghost Recon: Jungle Storm Review,MOBI,2005-05-02 15:17:00,8.1,Great,https://www.gamespot.com/reviews/tom-clancys-ghost-recon-jungle-storm-review/1900-6123415/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Tokyo Xtreme Racer Advance Review,GBA,2005-05-02 11:02:00,7.1,Good,https://www.gamespot.com/reviews/tokyo-xtreme-racer-advance-review/1900-6122882/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Raze's Hell Review,XBOX,2005-04-29 16:57:00,7.5,Good,https://www.gamespot.com/reviews/razes-hell-review/1900-6123347/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Mr. Driller 2 Review,GBA,2005-04-29 16:42:00,6.8,Fair,https://www.gamespot.com/reviews/mr-driller-2-review/1900-6123345/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
World Championship Poker Review,DS,2005-04-29 16:36:00,7.3,Good,https://www.gamespot.com/reviews/world-championship-poker-review/1900-6123331/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pac-Pix Review,DS,2005-04-29 14:12:00,6.9,Fair,https://www.gamespot.com/reviews/pac-pix-review/1900-6123191/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Predator: Concrete Jungle Review,XBOX,2005-04-28 18:05:00,5.3,Mediocre,https://www.gamespot.com/reviews/predator-concrete-jungle-review/1900-6123206/,1,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Predator: Concrete Jungle Review,PS2,2005-04-28 18:03:00,5.3,Mediocre,https://www.gamespot.com/reviews/predator-concrete-jungle-review/1900-6123205/,3,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Hitchhiker's Guide to the Galaxy: Vogon Planet Destructor Review,MOBI,2005-04-28 17:44:00,7.2,Good,https://www.gamespot.com/reviews/the-hitchhikers-guide-to-the-galaxy-vogon-planet-d/1900-6123200/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Stronghold 2 Review,PC,2005-04-28 16:26:00,5.9,Mediocre,https://www.gamespot.com/reviews/stronghold-2-review/1900-6123188/,1,39,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
3D Hunting: Trophy Whitetail 2005 Review,MOBI,2005-04-28 11:10:00,6.6,Fair,https://www.gamespot.com/reviews/3d-hunting-trophy-whitetail-2005-review/1900-6123126/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Hitchhiker's Guide to the Galaxy: Adventure Game Review,MOBI,2005-04-27 16:34:00,8,Great,https://www.gamespot.com/reviews/the-hitchhikers-guide-to-the-galaxy-adventure-game/1900-6123124/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Empire Earth II Review,PC,2005-04-27 13:42:00,8,Great,https://www.gamespot.com/reviews/empire-earth-ii-review/1900-6123077/,1,20,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Cossacks II: Napoleonic Wars Review,PC,2005-04-26 17:53:00,7.9,Good,https://www.gamespot.com/reviews/cossacks-ii-napoleonic-wars-review/1900-6123036/,0,20,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
NBA Street Showdown Review,PSP,2005-04-26 17:36:00,7.7,Good,https://www.gamespot.com/reviews/nba-street-showdown-review/1900-6123042/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rengoku: Tower of Purgatory Review,PSP,2005-04-26 17:08:00,5.2,Mediocre,https://www.gamespot.com/reviews/rengoku-tower-of-purgatory-review/1900-6123048/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Resident Evil Outbreak File #2 Review,PS2,2005-04-26 16:50:00,6.6,Fair,https://www.gamespot.com/reviews/resident-evil-outbreak-file-2-review/1900-6122936/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Spider-Man 2 3D: New York Subway Review,MOBI,2005-04-26 14:33:00,4.4,Poor,https://www.gamespot.com/reviews/spider-man-2-3d-new-york-subway-review/1900-6122818/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Area 51 Review,PS2,2005-04-25 17:38:00,7.2,Good,https://www.gamespot.com/reviews/area-51-review/1900-6122917/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Area 51 Review,XBOX,2005-04-25 17:22:00,7.2,Good,https://www.gamespot.com/reviews/area-51-review/1900-6122921/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Close Combat: First to Fight Review,PC,2005-04-25 15:49:00,7.3,Good,https://www.gamespot.com/reviews/close-combat-first-to-fight-review/1900-6122896/,0,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
ATV Offroad Fury: Blazin' Trails Review,PSP,2005-04-25 15:18:00,7,Good,https://www.gamespot.com/reviews/atv-offroad-fury-blazin-trails-review/1900-6122791/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Unreal Championship 2: The Liandri Conflict Review,XBOX,2005-04-25 10:39:00,9,Superb,https://www.gamespot.com/reviews/unreal-championship-2-the-liandri-conflict-review/1900-6122458/,1,4,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
World Poker Tour: Texas Hold 'Em Review,MOBI,2005-04-22 16:07:00,7.8,Good,https://www.gamespot.com/reviews/world-poker-tour-texas-hold-em-review/1900-6122814/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Kuon Review,PS2,2005-04-22 15:48:00,6.3,Fair,https://www.gamespot.com/reviews/kuon-review/1900-6122812/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Sahara Review,MOBI,2005-04-21 17:14:00,8.6,Great,https://www.gamespot.com/reviews/sahara-review/1900-6122734/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Star Wars Episode III: Revenge of the Sith Review,MOBI,2005-04-21 17:09:00,6.6,Fair,https://www.gamespot.com/reviews/star-wars-episode-iii-revenge-of-the-sith/1900-6122733/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
WWE WrestleMania XXI Review,XBOX,2005-04-21 16:03:00,4.5,Poor,https://www.gamespot.com/reviews/wwe-wrestlemania-xxi-review/1900-6122726/,0,6,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Military Madness Review,MOBI,2005-04-20 14:00:00,8.1,Great,https://www.gamespot.com/reviews/military-madness-review/1900-6122555/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
The Arctic Challenge Snowboarding Review,MOBI,2005-04-19 14:56:00,4,Poor,https://www.gamespot.com/reviews/the-arctic-challenge-snowboarding-review/1900-6122295/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Obscure Review,PC,2005-04-19 14:54:00,6.1,Fair,https://www.gamespot.com/reviews/obscure-review/1900-6122538/,0,7,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Obscure Review,XBOX,2005-04-19 14:54:00,6.4,Fair,https://www.gamespot.com/reviews/obscure-review/1900-6122540/,1,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Obscure Review,PS2,2005-04-19 14:52:00,6.4,Fair,https://www.gamespot.com/reviews/obscure-review/1900-6122542/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Ys Book 1: The Vanished Omens Review,MOBI,2005-04-19 12:45:00,7.5,Good,https://www.gamespot.com/reviews/ys-book-1-the-vanished-omens-review/1900-6122362/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Combat: Task Force 121 Review,0,2005-04-18 16:22:00,5.4,Mediocre,https://www.gamespot.com/reviews/combat-task-force-121-review/1900-6122449/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Shadowgate Classic Review,MOBI,2005-04-18 15:30:00,7.6,Good,https://www.gamespot.com/reviews/shadowgate-classic-review/1900-6122447/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Supremacy: Four Paths to Power Review,PC,2005-04-18 15:06:00,6,Fair,https://www.gamespot.com/reviews/supremacy-four-paths-to-power-review/1900-6122446/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Prince of Persia: Warrior Within Review,PS2,2005-04-18 14:45:00,8.8,Great,https://www.gamespot.com/reviews/prince-of-persia-warrior-within-review/1900-6114297/,0,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Polarium Review,DS,2005-04-15 18:24:00,6.9,Fair,https://www.gamespot.com/reviews/polarium-review/1900-6122345/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead to Rights II Review,XBOX,2005-04-15 17:51:00,6.8,Fair,https://www.gamespot.com/reviews/dead-to-rights-ii-review/1900-6122348/,0,5,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Dead to Rights II Review,PS2,2005-04-15 17:50:00,6.8,Fair,https://www.gamespot.com/reviews/dead-to-rights-ii-review/1900-6122347/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MX World Tour Featuring Jamie Little Review,PS2,2005-04-15 15:55:00,4.9,Poor,https://www.gamespot.com/reviews/mx-world-tour-featuring-jamie-little-review/1900-6122349/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MX World Tour Featuring Jamie Little Review,XBOX,2005-04-15 15:53:00,4.9,Poor,https://www.gamespot.com/reviews/mx-world-tour-featuring-jamie-little-review/1900-6122350/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
MLB Review,PSP,2005-04-15 14:48:00,8,Great,https://www.gamespot.com/reviews/mlb-review/1900-6122344/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Close Combat: First to Fight Review,XBOX,2005-04-14 17:38:00,7.5,Good,https://www.gamespot.com/reviews/close-combat-first-to-fight-review/1900-6122294/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Spy vs. Spy Review,XBOX,2005-04-14 16:51:00,4.3,Poor,https://www.gamespot.com/reviews/spy-vs-spy-review/1900-6122292/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Worms Forts: Under Siege! Review,PS2,2005-04-14 16:41:00,6.5,Fair,https://www.gamespot.com/reviews/worms-forts-under-siege-review/1900-6122299/,0,3,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Worms Forts: Under Siege! Review,XBOX,2005-04-14 16:40:00,6.5,Fair,https://www.gamespot.com/reviews/worms-forts-under-siege-review/1900-6122300/,1,2,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Baseball Mogul 2006 Review,PC,2005-04-14 15:40:00,8,Great,https://www.gamespot.com/reviews/baseball-mogul-2006-review/1900-6122285/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Cannon Fodder Review,MOBI,2005-04-13 18:05:00,7.6,Good,https://www.gamespot.com/reviews/cannon-fodder-review/1900-6122198/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Pool Pro Online Review,MOBI,2005-04-13 17:41:00,7.5,Good,https://www.gamespot.com/reviews/pool-pro-online-review/1900-6122203/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Nate Adams Freestyle Motocross Review,MOBI,2005-04-13 10:12:00,7.3,Good,https://www.gamespot.com/reviews/nate-adams-freestyle-motocross-review/1900-6122136/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
New York Nights: Success in the City Review,MOBI,2005-04-11 17:22:00,8.2,Great,https://www.gamespot.com/reviews/new-york-nights-success-in-the-city-review/1900-6122065/,0,16,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Eye of Rana Review,MOBI,2005-04-11 17:07:00,7.2,Good,https://www.gamespot.com/reviews/eye-of-rana-review/1900-6122064/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Jade Empire Review,XBOX,2005-04-11 15:01:00,8.4,Great,https://www.gamespot.com/reviews/jade-empire-review/1900-6122015/,3,8,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Rayman: Hoodlum's Revenge Review,GBA,2005-04-08 16:33:00,7.3,Good,https://www.gamespot.com/reviews/rayman-hoodlums-revenge-review/1900-6121920/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Myst IV Revelation Review,XBOX,2005-04-08 10:34:00,7.5,Good,https://www.gamespot.com/reviews/myst-iv-revelation-review/1900-6121877/,0,0,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
Bruce Lee Review,MOBI,2005-04-07 17:58:00,6.1,Fair,https://www.gamespot.com/reviews/bruce-lee-review/1900-6121867/,0,1,https://www.gamespot.com/a/uploads/screen_petite/469/4693985/2305502-default-art--kubrick.jpg
