,title,platform,datetime,critic_score,critic_score_text,url,comments,upvotes,img
90,"Nickelodeon All-Star Brawl Review - Better Than Bad, It's Good!",NS,"Thursday, Oct 14, 2021 2:24pm",7,Good,https://www.gamespot.com/reviews/nickelodeon-all-star-brawl-review-better-than-bad-its-good/1900-6417760/,3,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3894631-4116418289-fVWvn.jpg
91,Tetris Effect: Connected Review,"XONE, XBSX","Wednesday, Oct 13, 2021 11:40am",9,Superb,https://www.gamespot.com/reviews/tetris-effect-connected-review/1900-6417618/,18,19,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3767212-tetrisec_graphic.jpg
92,Disco Elysium: The Final Cut Review - Pure Dynamite,PC,"Wednesday, Oct 13, 2021 11:34am",10,Essential,https://www.gamespot.com/reviews/disco-elysium-the-final-cut-review-pure-dynamite/1900-6417354/,252,383,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3597560-disco_2.jpg
93,Far Cry 6 Review - Less Than Revolutionary,PC,"Friday, Oct 8, 2021 12:54pm",7,Good,https://www.gamespot.com/reviews/far-cry-6-review-less-than-revolutionary/1900-6417758/,238,67,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3887765-untitled-1.jpg
94,Metroid Dread Review: Space Truckin',NS,"Tuesday, Oct 5, 2021 7:57pm",8,Great,https://www.gamespot.com/reviews/metroid-dread-review-space-truckin/1900-6417757/,70,28,https://www.gamespot.com/a/uploads/screen_petite/1595/15950357/3887711-metroid8.jpg
95,Jett: The Far Shore Review - Work The Plan,PS5,"Friday, Oct 1, 2021 11:53am",5,Mediocre,https://www.gamespot.com/reviews/jett-the-far-shore-review-work-the-plan/1900-6417755/,4,4,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3886664-jett_edgewallpaper_169nologo.png
96,Diablo II: Resurrected Review - Pile Of Old Bones,PC,"Wednesday, Sep 29, 2021 5:47pm",6,Fair,https://www.gamespot.com/reviews/diablo-ii-resurrected-review-pile-of-old-bones/1900-6417749/,315,54,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3885370-1533617687-3817097-8108835823-Eun8PStXEAkbO_r.jpg%253Alarge
97,Aragami 2 Review - Shadow Dancer,PC,"Wednesday, Sep 29, 2021 5:29pm",7,Good,https://www.gamespot.com/reviews/aragami-2-review-shadow-dancer/1900-6417747/,11,15,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3884358-3415365358-38438.jpg
98,FIFA 22 Review - Tiki-taka,PS5,"Wednesday, Sep 29, 2021 5:19pm",8,Great,https://www.gamespot.com/reviews/fifa-22-review-tiki-taka/1900-6417748/,44,10,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3885337-untitled-1.jpg
99,Super Monkey Ball: Banana Mania Review - Fresh And A-peel-ing,PS5,"Wednesday, Sep 29, 2021 8:04am",8,Great,https://www.gamespot.com/reviews/super-monkey-ball-banana-mania-review-fresh-and-a-peel-ing/1900-6417750/,0,8,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3885465-untitled-1.jpg
100,Death Stranding Director's Cut Review – The Limits Of The Dead,PS5,"Friday, Sep 24, 2021 7:26pm",9,Superb,https://www.gamespot.com/reviews/death-stranding-directors-cut-review-the-limits-of-the-dead/1900-6417746/,48,25,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3882920-untitled-1.jpg
101,Sable Review - Sandy Pilgrimage,PC,"Thursday, Sep 23, 2021 7:42am",9,Superb,https://www.gamespot.com/reviews/sable-review-sandy-pilgrimage/1900-6417745/,0,75,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3882886-sable.jpg
102,Kena: Bridge Of Spirits Review - Don't Fear The Reaper,PS5,"Tuesday, Sep 21, 2021 1:26pm",9,Superb,https://www.gamespot.com/reviews/kena-bridge-of-spirits-review-dont-fear-the-reaper/1900-6417744/,103,69,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3881937-kena.jpg
103,Lost Judgment Review -- Back To School,PS5,"Thursday, Sep 16, 2021 6:02am",7,Good,https://www.gamespot.com/reviews/lost-judgment-review-back-to-school/1900-6417741/,19,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3879874-lostjudgmentpromo.jpg
104,Toem Review: Look At This Photograph,NS,"Wednesday, Sep 15, 2021 8:45am",7,Good,https://www.gamespot.com/reviews/toem-review-look-at-this-photograph/1900-6417733/,0,4,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3879763-arivv_jpg.png
105,The Artful Escape Review - Nowhere Nephew,PC,"Tuesday, Sep 14, 2021 7:16am",8,Great,https://www.gamespot.com/reviews/the-artful-escape-review-nowhere-nephew/1900-6417732/,2,7,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3879209-guitaronacliff.jpg
106,The Big Con Review -- Oceans '97,"PC, XBSX, XONE","Tuesday, Sep 14, 2021 7:08am",7,Good,https://www.gamespot.com/reviews/the-big-con-review-oceans-97/1900-6417723/,1,15,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3873693-the-big-con---review.jpg
107,WarioWare: Get It Together Review - A Platform For Change,NS,"Tuesday, Sep 14, 2021 7:08am",8,Great,https://www.gamespot.com/reviews/warioware-get-it-together-review-a-platform-for-change/1900-6417725/,4,12,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3876421-3844424-screenshot2021-06-15at12.21.03pm.png
108,Tales Of Arise Review -- Wake Me Up Inside,PS5,"Tuesday, Sep 14, 2021 7:07am",7,Good,https://www.gamespot.com/reviews/tales-of-arise-review-wake-me-up-inside/1900-6417727/,166,68,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3876582-talesofarise.jpg
109,Deathloop Review: All You Need Is Kill,PS5,"Tuesday, Sep 14, 2021 7:07am",10,Essential,https://www.gamespot.com/reviews/deathloop-review-all-you-need-is-kill/1900-6417729/,426,109,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3877578-deathloop-review-no-text.jpg
110,Life Is Strange: True Colors Review -- More Than A Feeling,"PC, PS5","Tuesday, Sep 14, 2021 7:07am",7,Good,https://www.gamespot.com/reviews/life-is-strange-true-colors-review-more-than-a-feeling/1900-6417728/,21,19,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3877326-8045688251-38092.jpg
111,Lost in Random Review - Six Appeal,PS4,"Tuesday, Sep 14, 2021 7:07am",7,Good,https://www.gamespot.com/reviews/lost-in-random-review-six-appeal/1900-6417731/,1,3,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3879204-lostinrandom.jpg
112,Psychonauts 2 Review -- Mind Over Matter,XBSX,"Monday, Aug 30, 2021 9:59am",9,Superb,https://www.gamespot.com/reviews/psychonauts-2-review-mind-over-matter/1900-6417718/,128,57,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3870464-promo.jpg
113,No More Heroes 3 Review -- Desperate Struggle,NS,"Thursday, Aug 26, 2021 7:17pm",4,Poor,https://www.gamespot.com/reviews/no-more-heroes-3-review-desperate-struggle/1900-6417721/,64,29,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3871947-promo.jpg
114,Humankind Review -- Culture War,PC,"Wednesday, Aug 25, 2021 10:02am",6,Fair,https://www.gamespot.com/reviews/humankind-review-culture-war/1900-6417720/,19,25,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3871401-humankind.png
115,Aliens: Fireteam Elite -- Suicide Squad,"PC, PS4, PS5, XBSX, XONE","Monday, Aug 23, 2021 6:04pm",8,Great,https://www.gamespot.com/reviews/aliens-fireteam-elite-suicide-squad/1900-6417719/,81,49,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3870506-aliens-fireteam-elite.jpg
116,Ghost Of Tsushima Iki Island Expansion Review - Sins Of The Father,"PS5, PS4","Monday, Aug 23, 2021 3:13pm",8,Great,https://www.gamespot.com/reviews/ghost-of-tsushima-iki-island-expansion-review-sins-of-the-father/1900-6417714/,18,24,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3869073-ghostoftsushimaikicaptured.jpg
117,Madden NFL 22 Review -- Momentum Shift,PS5,"Monday, Aug 23, 2021 3:13pm",7,Good,https://www.gamespot.com/reviews/madden-nfl-22-review-momentum-shift/1900-6417715/,31,18,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3869766-madden.jpg
118,Naraka Bladepoint Review -- House of Flying Daggers,"PC, PS5","Friday, Aug 20, 2021 5:20pm",6,Fair,https://www.gamespot.com/reviews/naraka-bladepoint-review-house-of-flying-daggers/1900-6417716/,15,7,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3870048-naraka-bladepoint.jpg
119,12 Minutes Review -- Loop Anti-Heroes,"XONE, PC, XBSX","Wednesday, Aug 18, 2021 8:32am",9,Superb,https://www.gamespot.com/reviews/12-minutes-review-loop-anti-heroes/1900-6417713/,25,30,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3868335-12minutespromo-1.jpg
120,The Forgotten City Review - Seven Deadly Sins,"PC, XONE, PS4, NS, PS5, XBSX","Tuesday, Aug 17, 2021 11:14am",9,Superb,https://www.gamespot.com/reviews/the-forgotten-city-review-seven-deadly-sins/1900-6417712/,4,21,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3868192-forgotten_city2.jpg
121,Axiom Verge 2 Review -- More Vania Than Metroid,"PC, PS5, PS4, NS","Monday, Aug 16, 2021 11:36am",7,Good,https://www.gamespot.com/reviews/axiom-verge-2-review-more-vania-than-metroid/1900-6417711/,9,4,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3867696-16x9masterimage.jpg
122,Chicory: A Colorful Tale Review - Masterful Strokes,"PC, PS5, PS4","Thursday, Aug 12, 2021 11:02am",9,Superb,https://www.gamespot.com/reviews/chicory-a-colorful-tale-review-masterful-strokes/1900-6417696/,10,28,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3851184-chicory-a-colorful-tale.jpg
123,The Great Ace Attorney Chronicles Review — No Objections Here,"PC, NS, PS4","Thursday, Aug 12, 2021 11:01am",8,Great,https://www.gamespot.com/reviews/the-great-ace-attorney-chronicles-review-no-objections-here/1900-6417704/,4,8,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3860181-the-great-ace-attorney-chronicles.jpg
124,Pokemon Unite Review -- A Micro-Aggressive MOBA,NS,"Thursday, Aug 12, 2021 11:00am",7,Good,https://www.gamespot.com/reviews/pokemon-unite-review-a-micro-aggressive-moba/1900-6417707/,15,19,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3860954-3858931-screenshot2021-07-23094334.jpeg
125,The Ascent Review – Wretched Hive of Scum and Villainy,"PC, XONE, XBSX","Thursday, Aug 12, 2021 11:00am",6,Fair,https://www.gamespot.com/reviews/the-ascent-review-wretched-hive-of-scum-and-villainy/1900-6417706/,109,37,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3860942-20210720102847_1.jpg
126,"Hades Review – The Long, Hard Road Out of Hell","PC, NS","Wednesday, Aug 11, 2021 10:42am",9,Superb,https://www.gamespot.com/reviews/hades-review-the-long-hard-road-out-of-hell/1900-6417568/,32,52,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3736130-hades-review-promothumb.jpg
127,NEO: The World Ends With You Review - Reap What You Sow,NS,"Friday, Jul 30, 2021 12:00pm",7,Good,https://www.gamespot.com/reviews/neo-the-world-ends-with-you-review-reap-what-you-sow/1900-6417708/,5,4,https://www.gamespot.com/a/uploads/screen_petite/1574/15747411/3861731-neotheworldendswithyoureview.png
128,Microsoft Flight Simulator Review – Head In The Xbox Clouds,PC,"Tuesday, Jul 27, 2021 11:25am",9,Superb,https://www.gamespot.com/reviews/microsoft-flight-simulator-review-head-in-the-xbox-clouds/1900-6417537/,141,64,https://www.gamespot.com/a/uploads/screen_petite/172/1720905/3723704-gmicrosoft-flight-simulator-review--promo-thumb.jpg
129,Cris Tales Review,PC,"Tuesday, Jul 20, 2021 3:28pm",8,Great,https://www.gamespot.com/reviews/cris-tales-review/1900-6417700/,9,20,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3858220-cris-tales.jpg
130,Death's Door Review - A Murder Of Crows,"XBSX, XONE, PC","Tuesday, Jul 20, 2021 12:42pm",8,Great,https://www.gamespot.com/reviews/deaths-door-review-a-murder-of-crows/1900-6417699/,7,19,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3857843-death%27s-door-review.jpg
131,The Legend Of Zelda: Skyward Sword HD Review - Link To The Past,NS,"Tuesday, Jul 13, 2021 7:56pm",7,Good,https://www.gamespot.com/reviews/the-legend-of-zelda-skyward-sword-hd-review-link-to-the-past/1900-6417698/,87,24,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3855328-the-legend-of-zelda---skyward-sword.jpg
132,Monster Hunter Stories 2: Wings Of Ruin Review - Monstie Hunter,NS,"Friday, Jul 9, 2021 7:13pm",7,Good,https://www.gamespot.com/reviews/monster-hunter-stories-2-wings-of-ruin-review-monstie-hunter/1900-6417697/,25,15,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3853829-monster-hunter-stories-2---wings-of-ruin-review.jpg
133,"Sea Of Thieves: A Pirate's Life Review - Dead Men Tell Five Tales, Actually","XONE, PC, XBSX","Monday, Jun 28, 2021 11:06am",7,Good,https://www.gamespot.com/reviews/sea-of-thieves-a-pirates-life-review-dead-men-tell-five-tales-actually/1900-6417693/,1,18,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3849585-dbb41d6f3f65c8bfcbf6307eed576df3.jpg
134,Scarlet Nexus Review -- The Ties That Bind,"PS4, PS5, PC, XONE, XBSX","Friday, Jun 25, 2021 6:49pm",7,Good,https://www.gamespot.com/reviews/scarlet-nexus-review-the-ties-that-bind/1900-6417692/,21,23,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3848461-scarlet-nexus.jpg
135,Mario Golf: Super Rush Review - Leisurely Chaos,NS,"Thursday, Jun 24, 2021 3:39pm",7,Good,https://www.gamespot.com/reviews/mario-golf-super-rush-review-leisurely-chaos/1900-6417691/,31,8,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3847517-mario-golf-super-rush-review.jpg
136,Game Builder Garage Review - Building Blocks,NS,"Monday, Jun 21, 2021 5:14am",7,Good,https://www.gamespot.com/reviews/game-builder-garage-review-building-blocks/1900-6417690/,1,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3846596-5.jpg
137,Final Fantasy 7 Remake Intergrade Intermission Review - Half-Measure,PS5,"Thursday, Jun 17, 2021 6:10pm",7,Good,https://www.gamespot.com/reviews/final-fantasy-7-remake-intergrade-intermission-review-half-measure/1900-6417689/,25,14,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3842686-yuffie2.jpg
138,Guilty Gear Strive Review -- Burning Like A Roman Cancel,"PS4, PC, PS5","Friday, Jun 11, 2021 10:09am",8,Great,https://www.gamespot.com/reviews/guilty-gear-strive-review-burning-like-a-roman-cancel/1900-6417688/,11,14,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3842383-guilty-gear-strive-review.jpg
139,Final Fantasy 7 Remake Intergrade Review - Materia Improvements,"PS4, PS5","Wednesday, Jun 9, 2021 5:02am",10,Essential,https://www.gamespot.com/reviews/final-fantasy-7-remake-intergrade-review-materia-improvements/1900-6417445/,871,756,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3840867-3654479-final-fantasy-7-remake-review-promo12.jpg
140,Stonefly Review - Buzz Kill,PC,"Tuesday, Jun 8, 2021 8:53am",4,Poor,https://www.gamespot.com/reviews/stonefly-review-buzz-kill/1900-6417687/,0,6,https://www.gamespot.com/a/uploads/screen_petite/1579/15792183/3840451-_x6klung.jpg
141,Ratchet & Clank: Rift Apart Review - A Riveting Adventure,PS5,"Tuesday, Jun 8, 2021 7:00am",9,Superb,https://www.gamespot.com/reviews/ratchet-clank-rift-apart-review-a-riveting-adventure/1900-6417686/,154,64,https://www.gamespot.com/a/uploads/screen_petite/1585/15855271/3839374-racra_warmonger.jpg
142,Virtua Fighter 5 Ultimate Showdown Review -- Time for a Combat Seminar,PS4,"Friday, Jun 4, 2021 4:56am",7,Good,https://www.gamespot.com/reviews/virtua-fighter-5-ultimate-showdown-review-time-for-a-combat-seminar/1900-6417685/,13,9,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3838933-virtua-fighter-5-ultimate-showdown-review.jpg
143,World of Demons Review - A Cut Above,IOS,"Friday, May 28, 2021 4:50pm",7,Good,https://www.gamespot.com/reviews/world-of-demons-review-a-cut-above/1900-6417684/,2,7,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3836788-worldofdemons3.png
144,Miitopia Review -- Eyes Without a Face,NS,"Friday, May 28, 2021 3:24am",5,Mediocre,https://www.gamespot.com/reviews/miitopia-review-eyes-without-a-face/1900-6417683/,7,5,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3836339-miitopia.jpg
145,"Knockout City Review - Dodge, Duck, Dip, Dive, And Dodge",PS4,"Friday, May 28, 2021 3:03am",8,Great,https://www.gamespot.com/reviews/knockout-city-review-dodge-duck-dip-dive-and-dodge/1900-6417682/,19,20,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3836323-koc_key_art_standard_horizontal.jpg
146,Mass Effect: Legendary Edition Review,XONE,"Tuesday, May 25, 2021 8:29pm",8,Great,https://www.gamespot.com/reviews/mass-effect-legendary-edition-review/1900-6417679/,94,36,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3834658-f552e1bc-d08b-482f-a1c1-fefeab1eaa43.png
147,Famicom Detective Club Review -- The N.E.S. Murders,NS,"Tuesday, May 25, 2021 6:45am",8,Great,https://www.gamespot.com/reviews/famicom-detective-club-review-the-n-e-s-murders/1900-6417680/,2,4,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3834780-famicomdetectiveclub.jpg
148,Biomutant Review -- A Flawed Mutation,PC,"Monday, May 24, 2021 5:45am",6,Fair,https://www.gamespot.com/reviews/biomutant-review-a-flawed-mutation/1900-6417678/,184,32,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3834219-biomutant-review.jpg
149,"Days Gone Review - Farewell, Oregon",PS4,"Thursday, May 20, 2021 11:14am",5,Mediocre,https://www.gamespot.com/reviews/days-gone-review-farewell-oregon/1900-6417130/,1014,447,https://www.gamespot.com/a/uploads/screen_petite/1575/15759911/3526526-days-gone-review-thumb-nologo.jpg
150,NBA 2K21 Arcade Edition Review -- Air Ball,IOS,"Friday, May 14, 2021 4:26pm",4,Poor,https://www.gamespot.com/reviews/nba-2k21-arcade-edition-review-air-ball/1900-6417676/,0,11,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3831060-nba2k21image3.jpeg
151,Hood: Outlaws & Legends Review - Petty Theft,PS5,"Wednesday, May 12, 2021 6:03pm",5,Mediocre,https://www.gamespot.com/reviews/hood-outlaws-legends-review-petty-theft/1900-6417675/,8,11,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3829852-hood_outlaws-legends_main-art_1920x1080_with-logo.jpg
152,Assassin's Creed Valhalla: Wrath Of The Druids DLC Review,XBSX,"Tuesday, May 11, 2021 11:27pm",5,Mediocre,https://www.gamespot.com/reviews/assassins-creed-valhalla-wrath-of-the-druids-dlc-review/1900-6417674/,29,18,https://www.gamespot.com/a/uploads/screen_petite/1587/15875866/3829707-b6dcb974-001c-4538-8e5d-8521af987bd1.png
153,Taiko No Tatsujin Pop Tap Beat Review -- Drum Solo,IOS,"Thursday, May 6, 2021 8:01am",6,Fair,https://www.gamespot.com/reviews/taiko-no-tatsujin-pop-tap-beat-review-drum-solo/1900-6417673/,2,5,https://www.gamespot.com/a/uploads/screen_petite/225/2256286/3827344-taiko1.jpg
154,"Total War: Rome Remastered Review -- Et Tu, Total War?",PC,"Wednesday, May 5, 2021 3:02am",6,Fair,https://www.gamespot.com/reviews/total-war-rome-remastered-review-et-tu-total-war/1900-6417671/,14,16,https://www.gamespot.com/a/uploads/screen_petite/43/434805/3826372-total-war---rome-remastered.jpg
155,Resident Evil Village Review -- Shapeshifter,"XBSX, PC, PS4, PS5, XONE","Tuesday, May 4, 2021 7:35pm",9,Superb,https://www.gamespot.com/reviews/resident-evil-village-review-shapeshifter/1900-6417672/,170,71,https://www.gamespot.com/a/uploads/screen_petite/1581/15811374/3826522-resident-evil-village-review.jpg
